strain_id;probiotic_name;brand;strain_name;target;status;effect;icd;class;references_linkage;reference;taxonomy_id;detailed_effect;ncbi_genome;mbgd_genome;lineage
Probio_H_00433;Lactobacillus casei;Actimel;DN-114 001;Human;Clinical trial;Immune modulation;;Immune health;http://www.ncbi.nlm.nih.gov/pubmed/?term=15309418;Marcos A, Wärnberg J, Nova E, Gómez S, Alvarez A, Alvarez R, Mateos JA, Cobo JM. The effect of milk fermented by yogurt cultures plus Lactobacillus casei DN-114001 on the immune response of subjects under academic examination stress. <i>Eur J Nutr</i>. 2004 Dec. 43(6):381-9.;1582;[1] Lactobacillus casei DN-114001 was able to modulate the number of lymphocytes and CD56 cells in subjects under academic examination stress. [2] Immune modulation.;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00434;Lactobacillus casei;Cultura;F-19;Human;Marketed;Food digestion;K00-K93;(K00-K93) Diseases of the digestive system;http://onlinelibrary.wiley.com/doi/10.1111/j.1751-7915.2009.00159.x/full;Roland J. Siezen, Greer Wilson. Probiotics genomics. <i>microbial biotechnology</i>. 2009 Dec. 3(1):1-9.;1582;Improvement in bowel function;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00435;Lactobacillus casei;"Advanced Naturals; Renew Life";GPS4311;Human;Marketed;"Promotes digestive and immune health; Supports vaginal and urinary health";"K00-K93; N00-N99";"(K00-K93) Diseases of the digestive system; Immune health; (N00-N99) Diseases of the genitourinary system";https://www.amazon.com/Renew-Life-Ultimate-Complete-Capsules/dp/B00CCCNISU/ref=sr_1_8_a_it?ie=UTF8&qid=1479949839&sr=8-8&keywords=Flora%2Bprobiotics&th=1;Amazon Website;1582;Promotes digestive and immune health,Supports vaginal and urinary health;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00436;Lactobacillus casei;"Vibrant Health; UDOs Choice; Webber Naturals; Natire's Way; Flora; Complete Care; Integrative Therapeutics";HA-108;Human;Marketed;Replenishs intestinal microflora, especially during and after episodes of digestive distress and irregularity;;Maintenance of human gut microenvironment;https://www.amazon.com/Integrative-Therapeutics-Enterogenic-High-Potency-Probiotics/dp/B0080AVJRU/ref=sr_1_2_s_it?s=hpc&ie=UTF8&qid=1479915257&sr=1-2&keywords=Integrative+Therapeutics+probiotics;Amazon Website;1582;Replenish intestinal microflora, especially during and after episodes of digestive distress and irregularity;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00437;Lactobacillus casei;Nature's Way;HDS-0108;Human;Marketed;Digestive support and immune health;K00-K93;"(K00-K93) Diseases of the digestive system; Immune health";https://www.amazon.com/Natures-Way-Primadophilus-Vegetarian-Capsules/dp/B005S6Y8OU/ref=sr_1_1_a_it?ie=UTF8&qid=1479948231&sr=8-1&keywords=Natures+Way+probiotics;Amazon Website;1582;Digestive support and immune health;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00438;Lactobacillus casei;Probiohealth;KE-99;Human;Marketed;"Promotes better digestion and a healthy gut function thus improving metabolism and absorption of vitamins, minerals, and nutrients; help increase the absorption of vitamins and nutrients making it more effective in making the skin healthier and fairer. It is clinically proven to exert whitening effects in as early as 2 weeks.";K00-K93;"(K00-K93) Diseases of the digestive system; Maintenance of human gut microenvironment";https://www.amazon.com/ProbioHealth-No-Model-Number-Probio/dp/B00A3DXELG/ref=sr_1_2_s_it?s=hpc&ie=UTF8&qid=1480043589&sr=1-2&keywords=Probiohealth;Amazon Website;1582;"Promote better digestion and a healthy gut function thus improving metabolism and absorption of vitamins, minerals, and nutrients; help increase the absorption of vitamins and nutrients making it more effective in making the skin healthier and fairer. It is clinically proven to exert whitening effects in as early as 2 weeks.";http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00439;Lactobacillus casei;Bio-K+;LBC804;Human;Research;Antibacterial activity;A00-B99;(A00-B99) Certain infectious and parasitic diseases;https://www.ncbi.nlm.nih.gov/pubmed/20116228;Karska-Wysocki B, Bazo M and Smoragiewicz W (2010). Antibacterial activity of Lactobacillus acidophilus and Lactobacillus casei against methicillin-resistant Staphylococcus aureus (MRSA). <i>Microbiol. Res.</i>. 165:674-686. ;1582;Antibacterial activity against methicillin-resistant Staphylococcus aureus (MRSA). The direct interaction of lactic acid bacteria and MRSA in such a mixture led to the elimination of 99% of the MRSA cells after 24 h of their incubation at 37°C.;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00440;Lactobacillus casei;Bio-K+;LBC80R;Human;Clinical trial;Clostridium difficile infection;"A04.7; A09; K59.1";"(A00-B99) Certain infectious and parasitic diseases; (K00-K93) Diseases of the digestive system";http://www.ncbi.nlm.nih.gov/pubmed/?term=25922400;Maziade PJ, Pereira P, Goldstein EJ. A Decade of Experience in Primary Prevention of Clostridium difficile Infection at a Community Hospital Using the Probiotic Combination Lactobacillus acidophilus CL1285, Lactobacillus casei LBC80R, and Lactobacillus rhamnosus CLR2 (Bio-K+). <i>Clin Infect Dis</i>. 2015 May 15. 60 Suppl 2:S144-7.;1582;The Probiotic Combination Lactobacillus acidophilus CL1285, Lactobacillus casei LBC80R, and Lactobacillus rhamnosus CLR2 (Bio-K+)  was safe and effective in decreasing our primary CDI rate.;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00441;Lactobacillus casei;"Nature's Bounty; NutriFlair; Palm Beach Vitamins; Healthy Origins; Sedona Labs; Naturenetics; Now Foods; Daily Body Restore; Intelligent Labs; Trivita; GoLive; LiveWellLabs; NutriFlair; PUR Nutraceuticals; Nutrition Now PB 8; ThinkBiome; Allegany Nutrition; Adaptogen Research; Pure Encapsulations; Naturewise; 4XPpro-B;PROBIOTIC;Friebdly Fighters;NatureCity";Lc-11;Human;Marketed;Supports digestive and intestinal health;K00-K93;(K00-K93) Diseases of the digestive system;https://www.amazon.com/Zenwise-Labs-Strength-Probiotic-Supplement/dp/B00QKOD2V4/ref=sr_1_sc_2_s_it?s=hpc&ie=UTF8&qid=1479882071&sr=1-2-spell&keywords=ZENWISELABS+probiotics;Amazon Website;1582;Supports digestive and intestinal health;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00442;Lactobacillus casei;Attune nutrition bars;Lc-11;Human;Marketed;"Immune stimulation; Food digestion";K00-K93;"(K00-K93) Diseases of the digestive system; Immune health";http://www.omicsonline.org/probiotics-mechanisms-of-action-and-clinical-applications-2329-8901.1000101.pdf;Vijaya K Gogineni, Lee E Morrow, Mark A Malesker. Probiotics: Mechanisms of Action and Clinical Applications. <i>J Prob Health</i>. 2013. 1:1.;1582;helps support digestive & immune health;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00443;Lactobacillus casei;NOW Probiotic-10;Lc-11;Human;Clinical trial;Anti-infection;A00-B99;"(A00-B99) Certain infectious and parasitic diseases; Inflammation";https://www.ncbi.nlm.nih.gov/pubmed/?term=Patients+Receiving+Prebiotics+and+Probiotics+Before+Liver+Transplantation+Develop+Fewer+Infections+Than+Controls%3A+A+Systematic+Review+and+Meta-analysis;Sawas T, Halabi S A, Hernaez R, et al. Patients Receiving Prebiotics and Probiotics Before Liver Transplantation Develop Fewer Infections Than Controls: A Systematic Review and Meta-analysis[J]. <i>Clinical Gastroenterology & Hepatology the Official Clinical Practice Journal of the American Gastroenterological Association</i>. 2015. 13(9):1567-1574.e3.;1582;Giving patients a combination of probiotics and prebiotics before, or on the day of, liver transplantation reduces the rate of infection after surgery. These agents also reduced the amount of time spent in the hospital or intensive care unit and the duration of antibiotic use.;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00444;Lactobacillus casei;-;Lc-11;Human;Clinical trial;Prevents postoperative infection;A00-B99;(A00-B99) Certain infectious and parasitic diseases;https://www.ncbi.nlm.nih.gov/pubmed/24570932;Zhang Y, Chen J, Wu J, et al. Probiotic use in preventing postoperative infection in liver transplant patients[J]. <i>Hepatobiliary Surgery & Nutrition</i>. 2013. 2(3):142-7.;1582;The Probiotic Combination Lactobacillus acidophilus CL1285, Lactobacillus casei LBC80R, and Lactobacillus rhamnosus CLR2 (Bio-K+)  was safe and effective in decreasing our primary CDI rate.;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00445;Lactobacillus casei;-;LCR35;Human;Clinical trial;Irritable bowel syndrome (IBS);K58;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=22563194;Dapoigny M, Piche T, Ducrotte P, Lunaud B, Cardot JM, Bernalier-Donadille A. Efficacy and safety profile of LCR35 complete freeze-dried culture in irritable bowel syndrome: a randomized, double-blind study. <i>World J Gastroenterol</i>. 2012 May 7. 18(17):2067-75.;1582;This pilot study suggests that LCR35 could have some efficacy in IBS patients complaining of diarrhoea.;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00446;Lactobacillus casei;Bio-kult;PXN37;Human;Marketed;Supports healty digestive and immune systems;K00-K93;"(K00-K93) Diseases of the digestive system; Immune health";https://www.amazon.com/Bio-Kult-Probiotic-120-caps-Pack/dp/B00RR38ROE/ref=sr_1_6_s_it?s=hpc&ie=UTF8&qid=1480043263&sr=1-6&keywords=Bio-kult;Amazon Website;1582;Support healty digestive and immune systems;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00447;Lactobacillus casei;Bio-kult;PXN37 (NCIMB 30185);Human;Marketed;Antipathogenic activity of probiotics against Salmonella Typhimurium and Clostridium difficile in anaerobic batch culture systems;A00-B99;"(A00-B99) Certain infectious and parasitic diseases; Inflammation";;Tejero-Sariñena S BJ, Costabile A, Gibson GR, Rowland I. (2013) Antipathogenic activity of probiotics against Salmonella Typhimurium and Clostridium difficile in anaerobic batch culture systems: is it due to synergies in probiotic mixtures or the specificity of single strains? Anaerobe 24:60-65;1582;Antipathogenic activity of probiotics against Salmonella Typhimurium and Clostridium difficile in anaerobic batch culture systems;https://www.ncbi.nlm.nih.gov/pubmed/24091275;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00448;Lactobacillus casei;"Jarrow Formulas; Jarro-Dophilus; Belle and Bella; Jarrow Formulations Jarrow Baby's Jarro Dophilus; Jarrow";R0215;Human;Marketed;Have a positive influence on the composition of the intestinal microflora, promote intestinal health and support immune response;;"Immune health; Maintenance of human gut microenvironment";https://www.amazon.com/Jarrow-Formulas-Jarro-Dophilus-Supports-Intestinal/dp/B0013OUKTS/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1479910720&sr=1-1&keywords=Jarrow%2Bprobiotics&th=1;Amazon Website;1582;Have a positive influence on the composition of the intestinal microflora, promote intestinal health and support immune response;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00449;Lactobacillus casei;InnovixLabs;SD-5213;Human;Marketed;Essential and influences every aspect of health from mood, metabolism, immunity and digestive comfort;"K00-K93; E00-E90";"(K00-K93) Diseases of the digestive system; Immune health; (E00-E90) Endocrine, nutritional and metabolic diseases";https://www.amazon.com/Multi-Strain-PROBIOTIC-InnovixLabs-Broad-Spectrum/dp/B00X4U2NDK/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1480079361&sr=1-1&keywords=InnovixLabs+probiotic;Amazon Website;1582;Essential and influences every aspect of health from mood, metabolism, immunity and digestive comfort;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00450;Lactobacillus casei;"InnovixLabs; designs for health";SD-5842;Human;Marketed;Essential and influences every aspect of health from mood, metabolism, immunity and digestive comfort;"K00-K93; E00-E90";"(K00-K93) Diseases of the digestive system; Immune health; (E00-E90) Endocrine, nutritional and metabolic diseases";https://www.amazon.com/Multi-Strain-PROBIOTIC-InnovixLabs-Broad-Spectrum/dp/B00X4U2NDK/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1480072185&sr=1-1&keywords=InnovixLabs++probiotic;Amazon Website;1582;Essential and influences every aspect of health from mood, metabolism, immunity and digestive comfort;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00451;Lactobacillus casei;Yakult;Shirota;Human;Marketed;Alcoholic cirrhosis;K70.3;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=15831388;Stadlbauer V, et al. (2008) Effect of probiotic treatment on deranged neutrophil function and cytokine responses in patients with compensated alcoholic cirrhosis. Journal of hepatology 48(6):945-951.;1582;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/652;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
Probio_H_00452;Lactobacillus casei;;Shirota;Human;Clinical trial;Superficial bladder cancer;;Antitumor Effects;https://www.ncbi.nlm.nih.gov/pubmed/7744150;"（1）Aso Y, and Akazan H. Prophylactic effects of a Lactobacillus casei preparation on the recurrence of superficial bladder cancer. Urol. Int. 1992; 49: 125–129.（2）AsoY,AkazaH,TsukamotoT,ImaiK,andNaitoS.Preventive effect of a Lactobacillus casei preparation on the recurrence of superficial bladder cancer in a double-blind trial. <i>Eur. Urol.</i> 1995; 27: 104–109.（3）DeRoosNandKatanM.Effectsofprobioticbacteriaondiarrhea,lipidmetabolism,and carcinogenesis: a review of papers published between 1988 and 1998. Am. J. Clin. Nutr. 2000; 71: 405–411.";1582;Info will be available soon;https://www.ncbi.nlm.nih.gov/pubmed/24091275;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]; [species group:Lactobacillus casei group]"
